symbol,as_of_date,coverage_status,quality_status,readiness_status,coverage_score,quality_score,readiness_score,contract_count,expiration_count,distinct_strike_count,quote_data_observed,provider_capability_limited,coverage_reasons,quality_reasons,readiness_reasons,informational_notes
WBD,2026-07-20,REVIEW,READY,REVIEW,0.855973,0.984848,0.920411,33,6,17,False,True,strike surface 0.596 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WDAY,2026-07-20,FAILED,REVIEW,FAILED,0.622714,1.0,0.811357,7,3,7,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WDC,2026-07-20,READY,READY,READY,0.924555,1.0,0.962278,20,3,18,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WEC,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WELL,2026-07-20,FAILED,REVIEW,FAILED,0.556,1.0,0.778,4,2,3,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WFC,2026-07-20,REVIEW,READY,REVIEW,0.889714,1.0,0.944857,30,5,18,False,True,strike surface 0.699 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WM,2026-07-20,FAILED,REVIEW,FAILED,0.506,1.0,0.753,2,1,2,False,True,contracts 2 < 10,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WMB,2026-07-20,FAILED,REVIEW,FAILED,0.50125,1.0,0.750625,5,4,4,False,True,contracts 5 < 10,sparse chain: contracts 5 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WMT,2026-07-20,READY,READY,READY,0.8925,1.0,0.94625,57,6,26,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WRB,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WSM,2026-07-20,FAILED,REVIEW,FAILED,0.388,1.0,0.694,2,2,2,False,True,contracts 2 < 10 | overall score 0.388 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WST,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WTW,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WY,2026-07-20,FAILED,REVIEW,FAILED,0.344,1.0,0.672,3,1,3,False,True,contracts 3 < 10 | overall score 0.344 < 0.450,sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
WYNN,2026-07-20,FAILED,REVIEW,FAILED,0.581,1.0,0.7905,6,3,6,False,True,contracts 6 < 10,sparse chain: contracts 6 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XBI,2026-07-20,REVIEW,READY,REVIEW,0.826814,0.981481,0.904148,27,4,21,False,True,call/put balance 0.519 < 0.700 | strike surface 0.663 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XEL,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XHB,2026-07-20,FAILED,REVIEW,FAILED,0.296,1.0,0.648,2,1,2,False,True,contracts 2 < 10 | overall score 0.296 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLB,2026-07-20,REVIEW,READY,REVIEW,0.801563,0.966667,0.884115,15,4,14,False,True,contracts 15 < 20 | strike surface 0.689 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLC,2026-07-20,FAILED,REVIEW,FAILED,0.707571,1.0,0.853785,7,2,5,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLE,2026-07-20,REVIEW,READY,REVIEW,0.866033,0.989362,0.927698,47,5,25,False,True,strike surface 0.649 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLF,2026-07-20,REVIEW,READY,REVIEW,0.886212,0.991667,0.93894,60,8,26,False,True,strike surface 0.671 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLI,2026-07-20,FAILED,REVIEW,FAILED,0.58775,1.0,0.793875,6,2,6,False,True,contracts 6 < 10,sparse chain: contracts 6 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLK,2026-07-20,REVIEW,READY,REVIEW,0.865763,0.979167,0.922465,24,5,20,False,True,call/put balance 0.583 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLP,2026-07-20,REVIEW,READY,REVIEW,0.873099,1.0,0.936549,26,5,17,False,True,call/put balance 0.692 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLRE,2026-07-20,FAILED,REVIEW,FAILED,0.5195,1.0,0.75975,3,2,3,False,True,contracts 3 < 10,sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLU,2026-07-20,REVIEW,READY,REVIEW,0.860057,1.0,0.930028,20,5,11,False,True,strike surface 0.684 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLV,2026-07-20,REVIEW,READY,REVIEW,0.888893,1.0,0.944446,18,4,13,False,True,contracts 18 < 20,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XLY,2026-07-20,FAILED,REVIEW,FAILED,0.745333,0.944444,0.844888,9,2,8,False,True,contracts 9 < 10,sparse chain: contracts 9 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XOM,2026-07-20,READY,READY,READY,0.893422,1.0,0.946711,49,6,22,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XOP,2026-07-20,REVIEW,READY,REVIEW,0.901857,1.0,0.950929,21,6,13,False,True,strike surface 0.697 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XPH,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XRT,2026-07-20,FAILED,REVIEW,FAILED,0.599,1.0,0.7995,4,3,4,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XYL,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
XYZ,2026-07-20,REVIEW,READY,REVIEW,0.822131,0.964286,0.893208,14,3,11,False,True,contracts 14 < 20,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
YUM,2026-07-20,FAILED,REVIEW,FAILED,0.451,1.0,0.7255,4,2,3,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ZBH,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ZBRA,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
